NodeID,ParentID,Incident Number
Gas Leak (Natural and LP Gases).Excelsior.Code 2 Transport,Gas Leak (Natural and LP Gases).Excelsior,4
Electrical Hazard.Oceanview-Merced-Ingleside.Fire,Electrical Hazard.Oceanview-Merced-Ingleside,59
Gas Leak (Natural and LP Gases).Castro-Upper Market.No Merit,Gas Leak (Natural and LP Gases).Castro-Upper Market,3
Alarms.Pacific Heights.Code 2 Transport,Alarms.Pacific Heights,14
Citizen Assist - Service Call.Treasure Island.Fire,Citizen Assist - Service Call.Treasure Island,17
Citizen Assist - Service Call.South of Market.Patient Declined Transport,Citizen Assist - Service Call.South of Market,3
Medical Incident.Noe Valley.Medical Examiner,Medical Incident.Noe Valley,57
Citizen Assist - Service Call.Western Addition.Code 3 Transport,Citizen Assist - Service Call.Western Addition,2
Other.Oceanview-Merced-Ingleside.Code 2 Transport,Other.Oceanview-Merced-Ingleside,20
Other.Mission Bay.No Merit,Other.Mission Bay,4
Medical Incident.Portola.Unable to Locate,Medical Incident.Portola,22
Alarms.Tenderloin.SFPD,Alarms.Tenderloin,3
Elevator - Escalator Rescue.West of Twin Peaks.Cancelled,Elevator - Escalator Rescue.West of Twin Peaks,1
Outside Fire.South of Market.SFPD,Outside Fire.South of Market,2
Alarms.South of Market.Code 3 Transport,Alarms.South of Market,4
Fuel Spill.Bayview Hunters Point.Cancelled,Fuel Spill.Bayview Hunters Point,3
Alarms.Twin Peaks.Other,Alarms.Twin Peaks,6
Alarms.Marina.Cancelled,Alarms.Marina,3
Traffic Collision.Russian Hill.Code 3 Transport,Traffic Collision.Russian Hill,9
Outside Fire.McLaren Park.Other,Outside Fire.McLaren Park,1
Other.Twin Peaks.Cancelled,Other.Twin Peaks,1
Citizen Assist - Service Call.Bayview Hunters Point.Fire,Citizen Assist - Service Call.Bayview Hunters Point,207
Medical Incident.West of Twin Peaks.Unable to Locate,Medical Incident.West of Twin Peaks,79
Traffic Collision.Sunset-Parkside.Against Medical Advice,Traffic Collision.Sunset-Parkside,57
Smoke Investigation (Outside).Haight Ashbury.Unable to Locate,Smoke Investigation (Outside).Haight Ashbury,1
Industrial Accidents.Mission.Code 3 Transport,Industrial Accidents.Mission,4
Traffic Collision.Potrero Hill.Other,Traffic Collision.Potrero Hill,23
Traffic Collision.Portola.Patient Declined Transport,Traffic Collision.Portola,19
Traffic Collision.Japantown.Code 2 Transport,Traffic Collision.Japantown,25
Smoke Investigation (Outside).Hayes Valley.Fire,Smoke Investigation (Outside).Hayes Valley,7
Other.Mission.SFPD,Other.Mission,13
Confined Space - Structure Collapse.Marina.Fire,Confined Space - Structure Collapse.Marina,7
Traffic Collision.West of Twin Peaks.Patient Declined Transport,Traffic Collision.West of Twin Peaks,50
Medical Incident.South of Market.Against Medical Advice,Medical Incident.South of Market,583
Medical Incident.Noe Valley.Other,Medical Incident.Noe Valley,20
Structure Fire.Mission Bay.Fire,Structure Fire.Mission Bay,324
Traffic Collision.Chinatown.Other,Traffic Collision.Chinatown,3
Traffic Collision.Nob Hill.Against Medical Advice,Traffic Collision.Nob Hill,18
Medical Incident.Lone Mountain-USF.Against Medical Advice,Medical Incident.Lone Mountain-USF,76
Other.Portola.SFPD,Other.Portola,2
Traffic Collision.Mission.Patient Declined Transport,Traffic Collision.Mission,263
Medical Incident.Presidio.Patient Declined Transport,Medical Incident.Presidio,40
Medical Incident.Bayview Hunters Point.Other,Medical Incident.Bayview Hunters Point,105
Smoke Investigation (Outside).Treasure Island.Cancelled,Smoke Investigation (Outside).Treasure Island,3
Outside Fire.Twin Peaks.Code 2 Transport,Outside Fire.Twin Peaks,2
Traffic Collision.Outer Mission.Code 3 Transport,Traffic Collision.Outer Mission,36
Other.West of Twin Peaks.SFPD,Other.West of Twin Peaks,8
Medical Incident.Financial District-South Beach.Duplicate,Medical Incident.Financial District-South Beach,8
Other.Presidio Heights.Other,Other.Presidio Heights,1
Smoke Investigation (Outside).Japantown.Fire,Smoke Investigation (Outside).Japantown,2
Medical Incident.Treasure Island.Other,Medical Incident.Treasure Island,21
Citizen Assist - Service Call.Nob Hill.Unable to Locate,Citizen Assist - Service Call.Nob Hill,1
Other.Mission.Gone on Arrival,Other.Mission,2
Structure Fire.Tenderloin.Patient Declined Transport,Structure Fire.Tenderloin,11
Vehicle Fire.Bernal Heights.No Merit,Vehicle Fire.Bernal Heights,4
Traffic Collision.Hayes Valley.Code 2 Transport,Traffic Collision.Hayes Valley,218
Other.Sunset-Parkside.Other,Other.Sunset-Parkside,2
Citizen Assist - Service Call.Marina.Unable to Locate,Citizen Assist - Service Call.Marina,1
Medical Incident.Western Addition.Code 2 Transport,Medical Incident.Western Addition,4963
Citizen Assist - Service Call.Bayview Hunters Point.SFPD,Citizen Assist - Service Call.Bayview Hunters Point,1
Structure Fire.Mission.No Merit,Structure Fire.Mission,34
Gas Leak (Natural and LP Gases).Bayview Hunters Point.Fire,Gas Leak (Natural and LP Gases).Bayview Hunters Point,108
Explosion.Noe Valley.Fire,Explosion.Noe Valley,7
Water Rescue.Treasure Island.Fire,Water Rescue.Treasure Island,11
Other.Bernal Heights.Code 2 Transport,Other.Bernal Heights,37
Water Rescue.Sunset-Parkside.Unable to Locate,Water Rescue.Sunset-Parkside,12
Alarms.Tenderloin.Fire,Alarms.Tenderloin,4156
Outside Fire.South of Market.Fire,Outside Fire.South of Market,198
Outside Fire.Treasure Island.Patient Declined Transport,Outside Fire.Treasure Island,5
Medical Incident.Golden Gate Park.No Merit,Medical Incident.Golden Gate Park,76
Traffic Collision.Tenderloin.No Merit,Traffic Collision.Tenderloin,41
Water Rescue.Bayview Hunters Point.Fire,Water Rescue.Bayview Hunters Point,47
Traffic Collision.Marina.Against Medical Advice,Traffic Collision.Marina,13
Electrical Hazard.Golden Gate Park.Fire,Electrical Hazard.Golden Gate Park,9
Gas Leak (Natural and LP Gases).Treasure Island.Fire,Gas Leak (Natural and LP Gases).Treasure Island,31
Gas Leak (Natural and LP Gases).Sunset-Parkside.Unable to Locate,Gas Leak (Natural and LP Gases).Sunset-Parkside,1
Electrical Hazard.Oceanview-Merced-Ingleside.SFPD,Electrical Hazard.Oceanview-Merced-Ingleside,1
Citizen Assist - Service Call.Castro-Upper Market.No Merit,Citizen Assist - Service Call.Castro-Upper Market,2
Vehicle Fire.Presidio.Patient Declined Transport,Vehicle Fire.Presidio,11
Citizen Assist - Service Call.Seacliff.Against Medical Advice,Citizen Assist - Service Call.Seacliff,4
Citizen Assist - Service Call.Excelsior.Code 2 Transport,Citizen Assist - Service Call.Excelsior,13
Other.Nob Hill.Medical Examiner,Other.Nob Hill,3
Vehicle Fire.Bayview Hunters Point.Other,Vehicle Fire.Bayview Hunters Point,3
Medical Incident.Outer Mission.Cancelled,Medical Incident.Outer Mission,88
Outside Fire.Lone Mountain-USF.Fire,Outside Fire.Lone Mountain-USF,20
Citizen Assist - Service Call.Outer Richmond.No Merit,Citizen Assist - Service Call.Outer Richmond,3
Industrial Accidents.Financial District-South Beach.Medical Examiner,Industrial Accidents.Financial District-South Beach,4
Other.Golden Gate Park.Code 2 Transport,Other.Golden Gate Park,3
Fuel Spill.North Beach.Fire,Fuel Spill.North Beach,4
Elevator - Escalator Rescue.Potrero Hill.No Merit,Elevator - Escalator Rescue.Potrero Hill,1
Gas Leak (Natural and LP Gases).Noe Valley.Fire,Gas Leak (Natural and LP Gases).Noe Valley,39
Odor (Strange - Unknown).Bernal Heights.Fire,Odor (Strange - Unknown).Bernal Heights,4
Outside Fire.Financial District-South Beach.Cancelled,Outside Fire.Financial District-South Beach,2
Medical Incident.Bernal Heights.No Merit,Medical Incident.Bernal Heights,227
Structure Fire.West of Twin Peaks.No Merit,Structure Fire.West of Twin Peaks,20
Medical Incident.Oceanview-Merced-Ingleside.Duplicate,Medical Incident.Oceanview-Merced-Ingleside,1
Structure Fire.Excelsior.Other,Structure Fire.Excelsior,32
Medical Incident.Pacific Heights.Patient Declined Transport,Medical Incident.Pacific Heights,210
Other.Western Addition.No Merit,Other.Western Addition,1
Electrical Hazard.Bernal Heights.Fire,Electrical Hazard.Bernal Heights,47
Explosion.Bayview Hunters Point.Fire,Explosion.Bayview Hunters Point,8
Traffic Collision.Haight Ashbury.No Merit,Traffic Collision.Haight Ashbury,4
Water Rescue.Lakeshore.No Merit,Water Rescue.Lakeshore,18
Alarms.Haight Ashbury.Fire,Alarms.Haight Ashbury,682
Traffic Collision.North Beach.Code 2 Transport,Traffic Collision.North Beach,101
Outside Fire.Potrero Hill.Unable to Locate,Outside Fire.Potrero Hill,1
Citizen Assist - Service Call.Pacific Heights.Against Medical Advice,Citizen Assist - Service Call.Pacific Heights,9
Structure Fire.Western Addition.Fire,Structure Fire.Western Addition,957
Other.West of Twin Peaks.Fire,Other.West of Twin Peaks,103
Electrical Hazard.Financial District-South Beach.Fire,Electrical Hazard.Financial District-South Beach,17
Gas Leak (Natural and LP Gases).Lakeshore.No Merit,Gas Leak (Natural and LP Gases).Lakeshore,4
Traffic Collision.Glen Park.Code 2 Transport,Traffic Collision.Glen Park,19
Medical Incident.Seacliff.Patient Declined Transport,Medical Incident.Seacliff,12
Traffic Collision.Pacific Heights.Unable to Locate,Traffic Collision.Pacific Heights,5
Other.Portola.Fire,Other.Portola,37
Other.Nob Hill.Other,Other.Nob Hill,13
Outside Fire.Bernal Heights.Cancelled,Outside Fire.Bernal Heights,2
Medical Incident.Financial District-South Beach.No Merit,Medical Incident.Financial District-South Beach,1254
Elevator - Escalator Rescue.Twin Peaks.Fire,Elevator - Escalator Rescue.Twin Peaks,4
Traffic Collision.Visitacion Valley.Other,Traffic Collision.Visitacion Valley,7
Traffic Collision.Excelsior.Cancelled,Traffic Collision.Excelsior,9
Medical Incident.McLaren Park.Patient Declined Transport,Medical Incident.McLaren Park,13
Odor (Strange - Unknown).Financial District-South Beach.Fire,Odor (Strange - Unknown).Financial District-South Beach,9
Other.Financial District-South Beach.Code 2 Transport,Other.Financial District-South Beach,20
Medical Incident.Russian Hill.Cancelled,Medical Incident.Russian Hill,101
Medical Incident.Lincoln Park.Unable to Locate,Medical Incident.Lincoln Park,4
Smoke Investigation (Outside).Glen Park.Fire,Smoke Investigation (Outside).Glen Park,6
Structure Fire.Noe Valley.Code 3 Transport,Structure Fire.Noe Valley,11
Train - Rail Incident.West of Twin Peaks.Fire,Train - Rail Incident.West of Twin Peaks,14
Other.Mission.Fire,Other.Mission,205
Smoke Investigation (Outside).North Beach.Fire,Smoke Investigation (Outside).North Beach,5
Electrical Hazard.Outer Richmond.Other,Electrical Hazard.Outer Richmond,1
Electrical Hazard.South of Market.Cancelled,Electrical Hazard.South of Market,1
Other.Sunset-Parkside.Medical Examiner,Other.Sunset-Parkside,2
Traffic Collision.Sunset-Parkside.Other,Traffic Collision.Sunset-Parkside,39
Outside Fire.Outer Richmond.No Merit,Outside Fire.Outer Richmond,1
High Angle Rescue.North Beach.Code 2 Transport,High Angle Rescue.North Beach,7
Fuel Spill.Financial District-South Beach.Fire,Fuel Spill.Financial District-South Beach,20
Traffic Collision.Bernal Heights.Code 2 Transport,Traffic Collision.Bernal Heights,246
Vehicle Fire.Hayes Valley.No Merit,Vehicle Fire.Hayes Valley,2
Citizen Assist - Service Call.Lone Mountain-USF.Fire,Citizen Assist - Service Call.Lone Mountain-USF,45
Medical Incident.South of Market.Medical Examiner,Medical Incident.South of Market,360
Other.Tenderloin.No Merit,Other.Tenderloin,9
Citizen Assist - Service Call.Noe Valley.Patient Declined Transport,Citizen Assist - Service Call.Noe Valley,9
Other.Marina.Against Medical Advice,Other.Marina,1
Medical Incident.None.Unable to Locate,Medical Incident.None,2
Smoke Investigation (Outside).Golden Gate Park.Fire,Smoke Investigation (Outside).Golden Gate Park,17
Medical Incident.Pacific Heights.SFPD,Medical Incident.Pacific Heights,21
Citizen Assist - Service Call.Financial District-South Beach.Cancelled,Citizen Assist - Service Call.Financial District-South Beach,8
Other.Visitacion Valley.Medical Examiner,Other.Visitacion Valley,3
Medical Incident.Lone Mountain-USF.Medical Examiner,Medical Incident.Lone Mountain-USF,54
Citizen Assist - Service Call.Bayview Hunters Point.Patient Declined Transport,Citizen Assist - Service Call.Bayview Hunters Point,10
Citizen Assist - Service Call.Russian Hill.No Merit,Citizen Assist - Service Call.Russian Hill,2
Elevator - Escalator Rescue.Bayview Hunters Point.Code 2 Transport,Elevator - Escalator Rescue.Bayview Hunters Point,2
Traffic Collision.Golden Gate Park.Code 2 Transport,Traffic Collision.Golden Gate Park,123
Medical Incident.Pacific Heights.Gone on Arrival,Medical Incident.Pacific Heights,7
Medical Incident.Inner Richmond.Cancelled,Medical Incident.Inner Richmond,49
Outside Fire.Bayview Hunters Point.SFPD,Outside Fire.Bayview Hunters Point,1
Medical Incident.Tenderloin.Code 2 Transport,Medical Incident.Tenderloin,25477
Structure Fire.Haight Ashbury.Fire,Structure Fire.Haight Ashbury,432
Citizen Assist - Service Call.South of Market.Fire,Citizen Assist - Service Call.South of Market,161
Traffic Collision.Western Addition.No Merit,Traffic Collision.Western Addition,31
Smoke Investigation (Outside).Bernal Heights.Fire,Smoke Investigation (Outside).Bernal Heights,23
Structure Fire.Nob Hill.Cancelled,Structure Fire.Nob Hill,5
Alarms.Western Addition.Fire,Alarms.Western Addition,1406
Fuel Spill.Golden Gate Park.Fire,Fuel Spill.Golden Gate Park,1
Smoke Investigation (Outside).Lone Mountain-USF.Cancelled,Smoke Investigation (Outside).Lone Mountain-USF,1
Other.North Beach.Code 2 Transport,Other.North Beach,4
Outside Fire.Inner Richmond.No Merit,Outside Fire.Inner Richmond,1
Confined Space - Structure Collapse.Japantown.Code 3 Transport,Confined Space - Structure Collapse.Japantown,6
Alarms.Excelsior.Other,Alarms.Excelsior,6
Medical Incident.Treasure Island.Against Medical Advice,Medical Incident.Treasure Island,29
Traffic Collision.West of Twin Peaks.Fire,Traffic Collision.West of Twin Peaks,27
Elevator - Escalator Rescue.Marina.No Merit,Elevator - Escalator Rescue.Marina,1
Smoke Investigation (Outside).Financial District-South Beach.Fire,Smoke Investigation (Outside).Financial District-South Beach,21
Other.Glen Park.Code 2 Transport,Other.Glen Park,4
Train - Rail Fire.Tenderloin.Cancelled,Train - Rail Fire.Tenderloin,13
Medical Incident.Bayview Hunters Point.Against Medical Advice,Medical Incident.Bayview Hunters Point,279
Traffic Collision.Nob Hill.Other,Traffic Collision.Nob Hill,12
Medical Incident.Lone Mountain-USF.Other,Medical Incident.Lone Mountain-USF,27
Traffic Collision.Portola.Fire,Traffic Collision.Portola,10
Other.Excelsior.Cancelled,Other.Excelsior,13
Traffic Collision.Financial District-South Beach.Code 2 Transport,Traffic Collision.Financial District-South Beach,399
Structure Fire.Tenderloin.Fire,Structure Fire.Tenderloin,2245
Medical Incident.Noe Valley.Against Medical Advice,Medical Incident.Noe Valley,65
Fuel Spill.Bernal Heights.Fire,Fuel Spill.Bernal Heights,4
Structure Fire.Sunset-Parkside.Cancelled,Structure Fire.Sunset-Parkside,2
Electrical Hazard.Glen Park.Fire,Electrical Hazard.Glen Park,19
Traffic Collision.Chinatown.Against Medical Advice,Traffic Collision.Chinatown,2
Medical Incident.Castro-Upper Market.Cancelled,Medical Incident.Castro-Upper Market,215
Vehicle Fire.Pacific Heights.Fire,Vehicle Fire.Pacific Heights,20
Odor (Strange - Unknown).Glen Park.Fire,Odor (Strange - Unknown).Glen Park,2
Medical Incident.Glen Park.No Merit,Medical Incident.Glen Park,65
Medical Incident.South of Market.Other,Medical Incident.South of Market,404
Medical Incident.Twin Peaks.Code 3 Transport,Medical Incident.Twin Peaks,171
Medical Incident.Outer Richmond.Cancelled,Medical Incident.Outer Richmond,133
Medical Incident.Seacliff.SFPD,Medical Incident.Seacliff,2
Medical Incident.Presidio.Fire,Medical Incident.Presidio,1
Vehicle Fire.Inner Sunset.Code 2 Transport,Vehicle Fire.Inner Sunset,5
Traffic Collision.Mission.Fire,Traffic Collision.Mission,22
Electrical Hazard.North Beach.Fire,Electrical Hazard.North Beach,10
Traffic Collision.None.Patient Declined Transport,Traffic Collision.None,14
Alarms.Mission.No Merit,Alarms.Mission,18
Smoke Investigation (Outside).South of Market.Cancelled,Smoke Investigation (Outside).South of Market,1
Medical Incident.Haight Ashbury.Code 2 Transport,Medical Incident.Haight Ashbury,1709
Traffic Collision.Potrero Hill.Against Medical Advice,Traffic Collision.Potrero Hill,15
Medical Incident.McLaren Park.SFPD,Medical Incident.McLaren Park,2
Medical Incident.North Beach.No Merit,Medical Incident.North Beach,301
Citizen Assist - Service Call.Chinatown.Unable to Locate,Citizen Assist - Service Call.Chinatown,1
Traffic Collision.Lakeshore.Code 3 Transport,Traffic Collision.Lakeshore,23
Other.Inner Sunset.No Merit,Other.Inner Sunset,1
Citizen Assist - Service Call.South of Market.SFPD,Citizen Assist - Service Call.South of Market,1
Citizen Assist - Service Call.Tenderloin.Code 3 Transport,Citizen Assist - Service Call.Tenderloin,9
Other.Presidio.Unable to Locate,Other.Presidio,12
Gas Leak (Natural and LP Gases).South of Market.Fire,Gas Leak (Natural and LP Gases).South of Market,60
Outside Fire.Treasure Island.Fire,Outside Fire.Treasure Island,35
